time_s,centered_signal,filtered_signal,is_peak
271.72,-0.29858650171023404,0.0026134335155928237,0
271.74,-0.29663492068253455,0.003698640020446931,0
271.76,-0.2923546176522366,0.004793120857900445,0
271.78000000000003,-0.2856879509855574,0.005894214222478041,0
271.8,-0.2836576479552687,0.006999235408589337,0
271.82,-0.28729401159163054,0.008105494720582364,0
271.84000000000003,-0.2899946885742208,0.009210315142653264,0
271.86,-0.28988830559549744,0.01031104960504683,0
271.88,-0.28978192261677416,0.011405097689229282,0
271.9,-0.2778462843189263,0.01248992162040518,0
271.92,-0.2645962843189074,0.013563061400414533,0
271.94,-0.2618061680398326,0.014622148939252429,0
271.96,-0.26017826106308806,0.01566492105225038,0
271.98,-0.27239628431892576,0.016689231205035123,0
272.0,-0.2851666331561109,0.017693059909845876,0
272.02,-0.2857480285049475,0.018674523701354234,0
272.04,-0.2845385256982036,0.019631882642604376,0
272.06,-0.26721093949132063,0.0205635463279883,0
272.08,-0.2498833532844377,0.021468078359934428,0
272.1,-0.24735461765229955,0.022344199283094928,0
272.12,-0.2779686527399537,0.023190787970135966,0
272.14,-0.27674058256451656,0.024006881470445857,0
272.16,-0.2755125123890759,0.02479167335524633,0
272.18,-0.2673784271760395,0.025544510613390897,0
272.2,-0.2546403319379478,0.02626488916663811,0
272.22,-0.2557712843189274,0.0269524480821226,0
272.24,-0.26503148840053536,0.027606962567745977,0
272.26,-0.25707230472706966,0.028228335847025714,0
272.28000000000003,-0.24911312105358133,0.02881659002380705,0
272.3,-0.2601095196130379,0.029371856062137363,0
272.32,-0.27473181063469343,0.029894363021010686,0
272.34000000000003,-0.2793370737925957,0.030384426696952335,0
272.36,-0.2823012843188985,0.030842437837619887,0
272.38,-0.2787012843189026,0.03126885009332134,0
272.4,-0.2751012843189067,0.03166416786845052,0
272.42,-0.261552534318886,0.03202893422250329,0
272.44,-0.24642604622366746,0.03236371895427759,0
272.46,-0.2554736652712718,0.032669106987552224,0
272.48,-0.2645212843189019,0.03294568716582057,0
272.5,-0.268806998604615,0.03319404155895243,0
272.52,-0.2730927128903281,0.03341473538359669,0
272.54,-0.2795212843189073,0.03360830763687947,0
272.56,-0.28618795098556316,0.03377526253551358,0
272.58,-0.26868257464153,0.03391606183841796,0
272.6,-0.25283250880869695,0.034031118111053936,0
272.62,-0.2600774067678772,0.03412078896649689,0
272.64,-0.26732230472705754,0.03418537229617673,0
272.66,-0.2546174381650338,0.03422510248613462,0
272.68,-0.23692513047273642,0.034240147603055875,1
272.7,-0.2561853468189087,0.03423060752640544,0
272.72,-0.27526618227808297,0.03419651299802337,0
272.74,-0.2742457741148194,0.034137825558687766,0
272.76,-0.2732253659515558,0.034054438339884904,0
272.78000000000003,-0.2647212843188841,0.03394617767347306,0
272.8,-0.254346284318884,0.03381280546980618,0
272.82,-0.24816872021633724,0.03365402229901966,0
272.84000000000003,-0.24304051508812805,0.033469471095949554,0
272.86,-0.24491572876334802,0.03325874140088121,0
272.88,-0.2480268398744592,0.033021374047682794,0
272.9,-0.24524689407499897,0.03275686621699822,0
272.92,-0.23853957700181475,0.032464676782673535,0
272.94,-0.24162284681890775,0.03214423189224028,0
272.96,-0.25271659681888403,0.0317949307362262,0
272.98,-0.2659379509855762,0.031416151476267515,0
273.0,-0.2792712843189018,0.031007257317216087,0
273.02,-0.274784104831725,0.03056760272025132,0
273.04,-0.27062128431890514,0.030096539758522434,0
273.06,-0.27262128431890265,0.029593424612615514,0
273.08,-0.2746212843189001,0.029057624192332276,0
273.1,-0.2701323954300046,0.028488522857791312,0
273.12,-0.2645569986046121,0.02788552919954841,0
273.14,-0.2596363636839808,0.027248082825396903,0
273.16,-0.2547157287633354,0.0265756610916153,0
273.18,-0.24990171910150547,0.0258677857101891,0
273.2,-0.2470712843188963,0.025124029162474124,0
273.22,-0.2540712843189063,0.024344020854601432,0
273.24,-0.2606265474767942,0.02352745296026331,0
273.26,-0.26466163519609165,0.022674085910717953,0
273.28000000000003,-0.26869672291540053,0.021783753507097006,0
273.3,-0.27359481373067696,0.020856367643407488,0
273.32,-0.2805065784365547,0.019891922638101765,0
273.34000000000003,-0.2744781808706001,0.018890499177231262,0
273.36,-0.2639680928295322,0.01785226787331682,0
273.38,-0.2769468162337844,0.016777492442288384,0
273.40000000000003,-0.2899255396380735,0.015666532498253866,0
273.42,-0.2794101732077751,0.01451984596411224,0
273.44,-0.26302128431890176,0.013337991094591875,0
273.46,-0.26032897662659565,0.012121628105770253,0
273.48,-0.25804587448284516,0.01087152040273856,0
273.5,-0.2635376777615255,0.009588535398853733,0
273.52,-0.26902948104020585,0.008273644928879519,0
273.54,-0.27452128431890177,0.006927925273256447,0
273.56,-0.30227128431890177,0.005552556827980837,0
273.58,-0.30227128431890177,0.004148823469784586,0
273.6,-0.30227128431890177,0.0027181116754986124,0
273.62,-0.30419985574748104,0.0012619094547176943,0
273.64,-0.3084980285049489,-0.0002181948541507897,0
273.66,-0.3064050052491312,-0.0017205138900200437,0
273.68,-0.3040421176522329,-0.0032432626617918264,0
273.7,-0.2992504509855708,-0.004784560031538897,0
273.72,-0.29445878431889505,-0.006342430311178348,0
273.74,-0.28765461765222644,-0.007914805012260759,0
273.76,-0.2820110802372711,-0.009499524800805806,0
273.78000000000003,-0.2844600598291109,-0.011094341715385096,0
273.8,-0.2869090394209437,-0.012696921705961442,0
273.82,-0.29477128431890187,-0.01430484754365393,0
273.84000000000003,-0.302199855747475,-0.015915622139477954,0
273.86,-0.30291414146175955,-0.01752667229622247,0
273.88,-0.30362842717604405,-0.01913535290497356,0
273.90000000000003,-0.3031046176522339,-0.020738951588106,0
273.92,-0.3022712843189008,-0.02233469378372022,0
273.94,-0.30352128431890185,-0.023919748261036572,0
273.96,-0.3056641414617555,-0.025491233050552804,0
273.98,-0.31112766729763036,-0.027046221765963146,0
274.0,-0.31676596516996935,-0.028581750287082187,0
274.02,-0.32595231880166153,-0.030094823765346522,0
274.04,-0.335184327797155,-0.03158242390751076,0
274.06,-0.33127128431890185,-0.033041516490749726,0
274.08,-0.32735824084064874,-0.03446905906492925,0
274.1,-0.3291879509855686,-0.035862008805312505,0
274.12,-0.3320310882404686,-0.0372173304895198,0
274.14,-0.3292485570461951,-0.03853200458342844,0
274.16,-0.3175430234493416,-0.03980303543013796,0
274.18,-0.3226517191015118,-0.04102745954360582,0
274.2,-0.327760414753682,-0.04220235401346278,0
274.22,-0.32557128431889787,-0.043324845028918854,0
274.24,-0.3225712843189009,-0.04439211652766923,0
274.26,-0.32462842717601975,-0.04540141897170869,0
274.28000000000003,-0.33973046799236745,-0.04635007824715189,0
274.3,-0.33575087615563465,-0.04723550467988952,0
274.32,-0.3317712843189018,-0.0480552021539246,0
274.34000000000003,-0.32902128431889793,-0.04880677731593214,0
274.36,-0.3262712843189019,-0.049487948848286945,0
274.38,-0.33539628431890184,-0.05009655679181489,0
274.40000000000003,-0.34452128431887735,-0.05063057189686678,0
274.42,-0.3359343277971552,-0.05108810497698201,0
274.44,-0.32734737127543306,-0.05146741623536135,0
274.46,-0.32364225206083924,-0.051766924532166476,0
274.48,-0.32288893137773367,-0.05198521655927568,0
274.5,-0.32700657843654984,-0.052121055885603236,0
274.52,-0.33112422549536596,-0.052173391828488784,0
274.54,-0.3369251304727555,-0.05214136809579032,0
274.56,-0.3417712843189018,-0.052024331131902524,0
274.58,-0.3417712843189018,-0.05182183809186087,0
274.6,-0.3417712843189018,-0.05153366436288286,0
274.62,-0.33067451012534205,-0.051159810552612935,0
274.64,-0.32175087615563425,-0.05070050886688968,0
274.66,-0.32766924350258014,-0.05015622880457318,0
274.68,-0.3335876108495093,-0.04952768209993863,0
274.7,-0.32686219340982625,-0.048815826842823186,0
274.72,-0.31697582977343963,-0.048021870704103076,0
274.74,-0.3204728972221265,-0.04714727319126841,0
274.76,-0.3323244758082623,-0.046193746856484696,0
274.78000000000003,-0.33338830559549903,-0.04516325737685268,0
