seconds,data
67.323,0.3947499999999999
67.359,0.3925
67.376,0.3812500000000001
67.409,0.37375
67.439,0.3670000000000001
67.492,0.394
67.52,0.40075
67.559,0.3850000000000001
67.603,0.3494999999999999
67.637,0.4087499999999999
67.691,0.40675
67.725,0.4
67.758,0.4169999999999999
67.799,0.392
67.837,0.38075
67.89,0.40175
67.92,0.3874999999999998
67.956,0.4017499999999999
68.023,0.38175
68.038,0.37925
68.081,0.3907499999999999
68.132,0.408
68.158,0.386
68.2,0.3902500000000001
68.237,0.4035000000000001
68.279,0.366
68.332,0.3612499999999999
68.362,0.3845
68.398,0.37825
68.437,0.39
68.478,0.3409999999999999
68.526,0.3784999999999999
68.565,0.36175
68.612,0.3832499999999998
68.643,0.3670000000000001
68.678,0.3602499999999999
68.742,0.3432499999999999
68.776,0.3414999999999999
68.797,0.37525
68.852,0.35925
68.877,0.3665
68.932,0.3492499999999999
68.959,0.3669999999999999
68.998,0.33825
69.04,0.3745
69.087,0.32525
69.118,0.3485
69.157,0.35225
69.2,0.3565
69.242,0.3375
69.277,0.3515
69.32,0.355
69.366,0.3614999999999999
69.406,0.3542499999999999
69.461,0.3522499999999999
69.479,0.3515
69.521,0.3384999999999999
69.556,0.3375
69.611,0.31275
69.643,0.36175
69.676,0.3534999999999999
69.719,0.3209999999999999
69.756,0.35375
69.807,0.3065
69.85,0.3195
69.881,0.33175
69.921,0.33175
69.966,0.3105
69.998,0.31625
70.062,0.3225
70.077,0.3087500000000001
70.117,0.33
70.186,0.3275000000000001
70.199,0.3175
70.241,0.3387500000000001
70.282,0.3077500000000001
70.319,0.3035
70.372,0.34625
70.402,0.33525
70.441,0.3392499999999999
70.481,0.31275
70.526,0.3164999999999999
70.56,0.3142499999999999
70.602,0.3097499999999999
70.649,0.28675
70.681,0.3255
70.723,0.3025
70.777,0.31525
