# MKBOXPRO 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],mag_x[mG],mag_y[mG],mag_z[mG],ah_qvar[LSB],acc_x[LSB],acc_y[LSB],acc_z[LSB],gyro_x[LSB],gyro_y[LSB],gyro_z[LSB],mag_x[LSB],mag_y[LSB],mag_z[LSB],new_data
204667693,-933.117,-196.725,262.727,-840.000,-3430.000,-1540.000,126.000,202.500,-411.000,,-15297,-3225,4307,-12,-49,-22,84,135,-274,0x20
204677524,-933.117,-196.725,262.727,-840.000,-3430.000,-1540.000,124.500,201.000,-417.000,,-15297,-3225,4307,-12,-49,-22,83,134,-278,0x20
204682077,-938.180,-196.115,262.788,-420.000,-3780.000,-1190.000,124.500,201.000,-417.000,,-15380,-3215,4308,-6,-54,-17,83,134,-278,0x18
204687434,-938.180,-196.115,262.788,-420.000,-3780.000,-1190.000,132.000,207.000,-418.500,,-15380,-3215,4308,-6,-54,-17,88,138,-279,0x20
204697398,-938.180,-196.115,262.788,-420.000,-3780.000,-1190.000,121.500,204.000,-421.500,,-15380,-3215,4308,-6,-54,-17,81,136,-281,0x20
204698840,-941.169,-198.616,268.583,-140.000,-3500.000,-1540.000,121.500,204.000,-421.500,,-15429,-3256,4403,-2,-50,-22,81,136,-281,0x18
204707445,-941.169,-198.616,268.583,-140.000,-3500.000,-1540.000,129.000,210.000,-417.000,,-15429,-3256,4403,-2,-50,-22,86,140,-278,0x20
204715655,-941.169,-201.849,272.365,350.000,-3220.000,-1960.000,129.000,210.000,-417.000,,-15429,-3309,4465,5,-46,-28,86,140,-278,0x18
204717357,-941.169,-201.849,272.365,350.000,-3220.000,-1960.000,121.500,204.000,-420.000,,-15429,-3309,4465,5,-46,-28,81,136,-280,0x20
204727306,-941.169,-201.849,272.365,350.000,-3220.000,-1960.000,123.000,196.500,-417.000,,-15429,-3309,4465,5,-46,-28,82,131,-278,0x20
204732548,-935.496,-203.557,273.768,-70.000,-2800.000,-1680.000,123.000,196.500,-417.000,,-15336,-3337,4488,-1,-40,-24,82,131,-278,0x18
204737110,-935.496,-203.557,273.768,-70.000,-2800.000,-1680.000,130.500,193.500,-417.000,,-15336,-3337,4488,-1,-40,-24,87,129,-278,0x20
204747053,-935.496,-203.557,273.768,-70.000,-2800.000,-1680.000,129.000,201.000,-417.000,,-15336,-3337,4488,-1,-40,-24,86,134,-278,0x20
204749321,-929.701,-201.727,273.280,-770.000,-2380.000,-1470.000,129.000,201.000,-417.000,,-15241,-3307,4480,-11,-34,-21,86,134,-278,0x18
204756968,-929.701,-201.727,273.280,-770.000,-2380.000,-1470.000,123.000,195.000,-420.000,,-15241,-3307,4480,-11,-34,-21,82,130,-280,0x20
204766107,-929.701,-201.727,273.280,-560.000,-1890.000,-1400.000,123.000,195.000,-420.000,,-15241,-3307,4480,-8,-27,-20,82,130,-280,0x10
204766290,-933.544,-197.823,259.921,-560.000,-1890.000,-1400.000,123.000,195.000,-420.000,,-15304,-3243,4261,-8,-27,-20,82,130,-280,0x08
204766879,-933.544,-197.823,259.921,-560.000,-1890.000,-1400.000,132.000,202.500,-418.500,,-15304,-3243,4261,-8,-27,-20,88,135,-279,0x20
204776835,-933.544,-197.823,259.921,-560.000,-1890.000,-1400.000,121.500,205.500,-421.500,,-15304,-3243,4261,-8,-27,-20,81,137,-281,0x20
204783002,-936.716,-187.636,268.156,-140.000,-1610.000,-1190.000,121.500,205.500,-421.500,,-15356,-3076,4396,-2,-23,-17,81,137,-281,0x18
204786636,-936.716,-187.636,268.156,-140.000,-1610.000,-1190.000,126.000,202.500,-423.000,,-15356,-3076,4396,-2,-23,-17,84,135,-282,0x20
204796599,-936.716,-187.636,268.156,-140.000,-1610.000,-1190.000,121.500,198.000,-418.500,,-15356,-3076,4396,-2,-23,-17,81,132,-279,0x20
204799809,-933.544,-192.333,274.012,210.000,-1330.000,-1050.000,121.500,198.000,-418.500,,-15304,-3153,4492,3,-19,-15,81,132,-279,0x18
204806529,-933.544,-192.333,274.012,210.000,-1330.000,-1050.000,130.500,198.000,-414.000,,-15304,-3153,4492,3,-19,-15,87,132,-276,0x20
204816475,-933.544,-192.333,274.012,210.000,-1330.000,-1050.000,124.500,195.000,-408.000,,-15304,-3153,4492,3,-19,-15,83,130,-272,0x20
204816833,-932.568,-204.472,279.563,-70.000,-1820.000,-420.000,124.500,195.000,-408.000,,-15288,-3352,4583,-1,-26,-6,83,130,-272,0x18
204826379,-932.568,-204.472,279.563,-70.000,-1820.000,-420.000,127.500,201.000,-412.500,,-15288,-3352,4583,-1,-26,-6,85,134,-275,0x20
204833504,-938.180,-206.729,274.500,70.000,-2030.000,-420.000,127.500,201.000,-412.500,,-15380,-3389,4500,1,-29,-6,85,134,-275,0x18
204836293,-938.180,-206.729,274.500,70.000,-2030.000,-420.000,121.500,196.500,-414.000,,-15380,-3389,4500,1,-29,-6,81,131,-276,0x20
204846107,-938.180,-206.729,274.500,70.000,-2030.000,-420.000,124.500,198.000,-418.500,,-15380,-3389,4500,1,-29,-6,83,132,-279,0x20
204850265,-942.389,-199.287,270.657,210.000,-1960.000,-910.000,124.500,198.000,-418.500,,-15449,-3267,4437,3,-28,-13,83,132,-279,0x18
204856025,-942.389,-199.287,270.657,210.000,-1960.000,-910.000,121.500,192.000,-429.000,,-15449,-3267,4437,3,-28,-13,81,128,-286,0x20
204865972,-942.389,-199.287,270.657,210.000,-1960.000,-910.000,126.000,190.500,-424.500,,-15449,-3267,4437,3,-28,-13,84,127,-283,0x20
204867138,-939.400,-192.760,269.620,350.000,-1750.000,-1120.000,126.000,190.500,-424.500,,-15400,-3160,4420,5,-25,-16,84,127,-283,0x18
204875854,-939.400,-192.760,269.620,350.000,-1750.000,-1120.000,121.500,196.500,-421.500,,-15400,-3160,4420,5,-25,-16,81,131,-281,0x20
204883915,-939.400,-192.760,269.620,280.000,-910.000,-700.000,121.500,196.500,-421.500,,-15400,-3160,4420,4,-13,-10,81,131,-281,0x10
204884098,-935.557,-187.453,270.352,280.000,-910.000,-700.000,121.500,196.500,-421.500,,-15337,-3073,4432,4,-13,-10,81,131,-281,0x08
204885779,-935.557,-187.453,270.352,280.000,-910.000,-700.000,118.500,193.500,-420.000,,-15337,-3073,4432,4,-13,-10,79,129,-280,0x20
204895727,-935.557,-187.453,270.352,280.000,-910.000,-700.000,120.000,193.500,-417.000,,-15337,-3073,4432,4,-13,-10,80,129,-278,0x20
204900817,-937.021,-196.176,275.171,350.000,70.000,-980.000,120.000,193.500,-417.000,,-15361,-3216,4511,5,1,-14,80,129,-278,0x18
204905648,-937.021,-196.176,275.171,350.000,70.000,-980.000,127.500,195.000,-427.500,,-15361,-3216,4511,5,1,-14,85,130,-285,0x20
204915458,-937.021,-196.176,275.171,350.000,70.000,-980.000,129.000,195.000,-420.000,,-15361,-3216,4511,5,1,-14,86,130,-280,0x20
204917568,-937.021,-196.176,275.171,630.000,0.000,-1120.000,129.000,195.000,-420.000,,-15361,-3216,4511,9,0,-16,86,130,-280,0x10
204917753,-945.073,-203.740,278.953,630.000,0.000,-1120.000,129.000,195.000,-420.000,,-15493,-3340,4573,9,0,-16,86,130,-280,0x08
204925377,-945.073,-203.740,278.953,630.000,0.000,-1120.000,124.500,202.500,-418.500,,-15493,-3340,4573,9,0,-16,83,135,-279,0x20
204934512,-944.707,-200.751,282.064,700.000,-1050.000,-1400.000,124.500,202.500,-418.500,,-15487,-3291,4624,10,-15,-20,83,135,-279,0x18
204935267,-944.707,-200.751,282.064,700.000,-1050.000,-1400.000,126.000,196.500,-418.500,,-15487,-3291,4624,10,-15,-20,84,131,-279,0x20
204945227,-944.707,-200.751,282.064,700.000,-1050.000,-1400.000,129.000,198.000,-417.000,,-15487,-3291,4624,10,-15,-20,86,132,-278,0x20
204951274,-940.864,-196.847,280.905,770.000,-1890.000,-1190.000,129.000,198.000,-417.000,,-15424,-3227,4605,11,-27,-17,86,132,-278,0x18
204955143,-940.864,-196.847,280.905,770.000,-1890.000,-1190.000,130.500,207.000,-421.500,,-15424,-3227,4605,11,-27,-17,87,138,-281,0x20
204965087,-940.864,-196.847,280.905,770.000,-1890.000,-1190.000,132.000,198.000,-424.500,,-15424,-3227,4605,11,-27,-17,88,132,-283,0x20
204968169,-937.143,-198.189,279.563,420.000,-1960.000,-1190.000,132.000,198.000,-424.500,,-15363,-3249,4583,6,-28,-17,88,132,-283,0x18
204975016,-937.143,-198.189,279.563,420.000,-1960.000,-1190.000,123.000,202.500,-429.000,,-15363,-3249,4583,6,-28,-17,82,135,-286,0x20
204984820,-937.143,-198.189,279.563,420.000,-1960.000,-1190.000,126.000,207.000,-418.500,,-15363,-3249,4583,6,-28,-17,84,138,-279,0x20
204985176,-936.960,-198.311,274.988,140.000,-1960.000,-1610.000,126.000,207.000,-418.500,,-15360,-3251,4508,2,-28,-23,84,138,-279,0x18
204994718,-936.960,-198.311,274.988,140.000,-1960.000,-1610.000,127.500,198.000,-420.000,,-15360,-3251,4508,2,-28,-23,85,132,-280,0x20
205001699,-936.960,-198.311,274.988,280.000,-2100.000,-1890.000,127.500,198.000,-420.000,,-15360,-3251,4508,4,-30,-27,85,132,-280,0x10
205001883,-943.060,-198.067,275.476,280.000,-2100.000,-1890.000,127.500,198.000,-420.000,,-15460,-3247,4516,4,-30,-27,85,132,-280,0x08
205004650,-943.060,-198.067,275.476,280.000,-2100.000,-1890.000,123.000,199.500,-426.000,,-15460,-3247,4516,4,-30,-27,82,133,-284,0x20
205014605,-943.060,-198.067,275.476,280.000,-2100.000,-1890.000,126.000,195.000,-423.000,,-15460,-3247,4516,4,-30,-27,84,130,-282,0x20
205018612,-936.472,-193.248,280.661,210.000,-2450.000,-840.000,126.000,195.000,-423.000,,-15352,-3168,4601,3,-35,-12,84,130,-282,0x18
205024521,-936.472,-193.248,280.661,210.000,-2450.000,-840.000,124.500,205.500,-426.000,,-15352,-3168,4601,3,-35,-12,83,137,-284,0x20
205034341,-936.472,-193.248,280.661,210.000,-2450.000,-840.000,121.500,201.000,-426.000,,-15352,-3168,4601,3,-35,-12,81,134,-284,0x20
205035372,-932.080,-193.492,279.868,210.000,-2380.000,-70.000,121.500,201.000,-426.000,,-15280,-3172,4588,3,-34,-1,81,134,-284,0x18
205044244,-932.080,-193.492,279.868,210.000,-2380.000,-70.000,132.000,204.000,-424.500,,-15280,-3172,4588,3,-34,-1,88,136,-283,0x20
205052177,-932.080,-193.492,279.868,490.000,-2240.000,-140.000,132.000,204.000,-424.500,,-15280,-3172,4588,7,-32,-2,88,136,-283,0x10
205052360,-932.263,-200.263,281.271,490.000,-2240.000,-140.000,132.000,204.000,-424.500,,-15283,-3283,4611,7,-32,-2,88,136,-283,0x08
205054185,-932.263,-200.263,281.271,490.000,-2240.000,-140.000,124.500,196.500,-424.500,,-15283,-3283,4611,7,-32,-2,83,131,-283,0x20
205064132,-932.263,-200.263,281.271,490.000,-2240.000,-140.000,126.000,196.500,-418.500,,-15283,-3283,4611,7,-32,-2,84,131,-279,0x20
205069103,-939.217,-198.311,279.380,560.000,-1610.000,70.000,126.000,196.500,-418.500,,-15397,-3251,4580,8,-23,1,84,131,-279,0x18
205074060,-939.217,-198.311,279.380,560.000,-1610.000,70.000,126.000,187.500,-424.500,,-15397,-3251,4580,8,-23,1,84,125,-283,0x20
205083876,-939.217,-198.311,279.380,560.000,-1610.000,70.000,112.500,202.500,-420.000,,-15397,-3251,4580,8,-23,1,75,135,-280,0x20
205085875,-934.520,-199.409,276.635,700.000,-420.000,-350.000,112.500,202.500,-420.000,,-15320,-3269,4535,10,-6,-5,75,135,-280,0x18
205093793,-934.520,-199.409,276.635,700.000,-420.000,-350.000,123.000,199.500,-432.000,,-15320,-3269,4535,10,-6,-5,82,133,-288,0x20
205102794,-929.396,-198.860,277.123,840.000,280.000,-140.000,123.000,199.500,-432.000,,-15236,-3260,4543,12,4,-2,82,133,-288,0x18
205103682,-929.396,-198.860,277.123,840.000,280.000,-140.000,120.000,199.500,-430.500,,-15236,-3260,4543,12,4,-2,80,133,-287,0x20
205113622,-929.396,-198.860,277.123,840.000,280.000,-140.000,124.500,201.000,-429.000,,-15236,-3260,4543,12,4,-2,83,134,-286,0x20
205119520,-933.056,-195.871,273.829,910.000,280.000,0.000,124.500,201.000,-429.000,,-15296,-3211,4489,13,4,0,83,134,-286,0x18
205123533,-933.056,-195.871,273.829,910.000,280.000,0.000,126.000,196.500,-432.000,,-15296,-3211,4489,13,4,0,84,131,-288,0x20
205133473,-933.056,-195.871,273.829,910.000,280.000,0.000,124.500,202.500,-421.500,,-15296,-3211,4489,13,4,0,83,135,-281,0x20
205136416,-941.108,-191.601,278.343,1330.000,210.000,-70.000,124.500,202.500,-421.500,,-15428,-3141,4563,19,3,-1,83,135,-281,0x18
205143390,-941.108,-191.601,278.343,1330.000,210.000,-70.000,123.000,196.500,-432.000,,-15428,-3141,4563,19,3,-1,82,131,-288,0x20
205153199,-944.463,-193.248,278.160,1470.000,560.000,-350.000,127.500,205.500,-417.000,,-15483,-3168,4560,21,8,-5,85,137,-278,0x38
205163218,-944.463,-193.248,278.160,1470.000,560.000,-350.000,127.500,198.000,-426.000,,-15483,-3168,4560,21,8,-5,85,132,-284,0x20
205170062,-941.413,-197.152,282.064,1610.000,0.000,-350.000,127.500,198.000,-426.000,,-15433,-3232,4624,23,0,-5,85,132,-284,0x18
205173130,-941.413,-197.152,282.064,1610.000,0.000,-350.000,121.500,199.500,-430.500,,-15433,-3232,4624,23,0,-5,81,133,-287,0x20
205182949,-941.413,-197.152,282.064,1610.000,0.000,-350.000,121.500,204.000,-426.000,,-15433,-3232,4624,23,0,-5,81,136,-284,0x20
205186821,-936.655,-199.104,286.456,1330.000,-770.000,-140.000,121.500,204.000,-426.000,,-15355,-3264,4696,19,-11,-2,81,136,-284,0x18
205192851,-936.655,-199.104,286.456,1330.000,-770.000,-140.000,127.500,198.000,-421.500,,-15355,-3264,4696,19,-11,-2,85,132,-281,0x20
205202813,-936.655,-199.104,286.456,1330.000,-770.000,-140.000,126.000,204.000,-432.000,,-15355,-3264,4696,19,-11,-2,84,136,-288,0x20
205203727,-937.448,-198.677,286.212,1120.000,-1330.000,-350.000,126.000,204.000,-432.000,,-15368,-3257,4692,16,-19,-5,84,136,-288,0x18
205212732,-937.448,-198.677,286.212,1120.000,-1330.000,-350.000,126.000,204.000,-420.000,,-15368,-3257,4692,16,-19,-5,84,136,-280,0x20
205220530,-935.984,-194.224,285.541,770.000,-1750.000,-420.000,126.000,204.000,-420.000,,-15344,-3184,4681,11,-25,-6,84,136,-280,0x18
205222635,-935.984,-194.224,285.541,770.000,-1750.000,-420.000,127.500,199.500,-427.500,,-15344,-3184,4681,11,-25,-6,85,133,-285,0x20
205232460,-935.984,-194.224,285.541,770.000,-1750.000,-420.000,124.500,201.000,-424.500,,-15344,-3184,4681,11,-25,-6,83,134,-283,0x20
205237291,-935.984,-194.224,285.541,560.000,-1330.000,-210.000,124.500,201.000,-424.500,,-15344,-3184,4681,8,-19,-3,83,134,-283,0x10
205237475,-938.668,-193.980,283.833,560.000,-1330.000,-210.000,124.500,201.000,-424.500,,-15388,-3180,4653,8,-19,-3,83,134,-283,0x08
205242401,-938.668,-193.980,283.833,560.000,-1330.000,-210.000,120.000,198.000,-421.500,,-15388,-3180,4653,8,-19,-3,80,132,-281,0x20
205252336,-938.668,-193.980,283.833,560.000,-1330.000,-210.000,117.000,193.500,-427.500,,-15388,-3180,4653,8,-19,-3,78,129,-285,0x20
205254188,-943.243,-195.444,285.968,350.000,-980.000,-420.000,117.000,193.500,-427.500,,-15463,-3204,4688,5,-14,-6,78,129,-285,0x18
205262240,-943.243,-195.444,285.968,350.000,-980.000,-420.000,126.000,201.000,-420.000,,-15463,-3204,4688,5,-14,-6,84,134,-280,0x20
205270973,-943.487,-198.128,283.528,280.000,-1050.000,-490.000,126.000,201.000,-420.000,,-15467,-3248,4648,4,-15,-7,84,134,-280,0x18
205272134,-943.487,-198.128,283.528,280.000,-1050.000,-490.000,126.000,202.500,-415.500,,-15467,-3248,4648,4,-15,-7,84,135,-277,0x20
205282070,-943.487,-198.128,283.528,280.000,-1050.000,-490.000,123.000,198.000,-423.000,,-15467,-3248,4648,4,-15,-7,82,132,-282,0x20
205287835,-937.204,-197.457,283.589,490.000,-1540.000,-490.000,123.000,198.000,-423.000,,-15364,-3237,4649,7,-22,-7,82,132,-282,0x18
205291982,-937.204,-197.457,283.589,490.000,-1540.000,-490.000,132.000,205.500,-435.000,,-15364,-3237,4649,7,-22,-7,88,137,-290,0x20
205301931,-937.204,-197.457,283.589,490.000,-1540.000,-490.000,120.000,201.000,-426.000,,-15364,-3237,4649,7,-22,-7,80,134,-284,0x20
205304727,-937.143,-191.296,285.724,210.000,-910.000,-280.000,120.000,201.000,-426.000,,-15363,-3136,4684,3,-13,-4,80,134,-284,0x18
205311835,-937.143,-191.296,285.724,210.000,-910.000,-280.000,124.500,201.000,-421.500,,-15363,-3136,4684,3,-13,-4,83,134,-281,0x20
205321512,-930.860,-191.967,287.371,280.000,-140.000,-280.000,124.500,201.000,-421.500,,-15260,-3147,4711,4,-2,-4,83,134,-281,0x18
205321727,-930.860,-191.967,287.371,280.000,-140.000,-280.000,127.500,201.000,-424.500,,-15260,-3147,4711,4,-2,-4,85,134,-283,0x20
205331528,-930.860,-191.967,287.371,280.000,-140.000,-280.000,129.000,204.000,-427.500,,-15260,-3147,4711,4,-2,-4,86,136,-285,0x20
205338372,-931.348,-194.651,286.944,140.000,630.000,-70.000,129.000,204.000,-427.500,,-15268,-3191,4704,2,9,-1,86,136,-285,0x18
205341700,-931.348,-194.651,286.944,140.000,630.000,-70.000,136.500,198.000,-420.000,,-15268,-3191,4704,2,9,-1,91,132,-280,0x20
205351512,-931.348,-194.651,286.944,140.000,630.000,-70.000,129.000,202.500,-426.000,,-15268,-3191,4704,2,9,-1,86,135,-284,0x20
205355131,-936.716,-194.468,284.748,490.000,1750.000,-280.000,129.000,202.500,-426.000,,-15356,-3188,4668,7,25,-4,86,135,-284,0x18
205361430,-936.716,-194.468,284.748,490.000,1750.000,-280.000,120.000,199.500,-424.500,,-15356,-3188,4668,7,25,-4,80,133,-283,0x20
205371377,-936.716,-194.468,284.748,490.000,1750.000,-280.000,126.000,199.500,-421.500,,-15356,-3188,4668,7,25,-4,84,133,-281,0x20
205372004,-938.851,-196.176,281.820,700.000,2310.000,-630.000,126.000,199.500,-421.500,,-15391,-3216,4620,10,33,-9,84,133,-281,0x18
205381260,-938.851,-196.176,281.820,700.000,2310.000,-630.000,124.500,205.500,-432.000,,-15391,-3216,4620,10,33,-9,83,137,-288,0x20
205388781,-935.679,-196.115,281.637,630.000,2100.000,-490.000,124.500,205.500,-432.000,,-15339,-3215,4617,9,30,-7,83,137,-288,0x18
205391165,-935.679,-196.115,281.637,630.000,2100.000,-490.000,124.500,211.500,-426.000,,-15339,-3215,4617,9,30,-7,83,141,-284,0x20
205401108,-935.679,-196.115,281.637,630.000,2100.000,-490.000,129.000,198.000,-430.500,,-15339,-3215,4617,9,30,-7,86,132,-287,0x20
205405670,-937.875,-196.603,280.905,350.000,1750.000,-490.000,129.000,198.000,-430.500,,-15375,-3223,4605,5,25,-7,86,132,-287,0x18
205411032,-937.875,-196.603,280.905,350.000,1750.000,-490.000,115.500,202.500,-430.500,,-15375,-3223,4605,5,25,-7,77,135,-287,0x20
205420972,-937.875,-196.603,280.905,350.000,1750.000,-490.000,129.000,202.500,-426.000,,-15375,-3223,4605,5,25,-7,86,135,-284,0x20
205422408,-942.145,-195.444,281.027,280.000,1330.000,-560.000,129.000,202.500,-426.000,,-15445,-3204,4607,4,19,-8,86,135,-284,0x18
205430854,-942.145,-195.444,281.027,280.000,1330.000,-560.000,132.000,204.000,-421.500,,-15445,-3204,4607,4,19,-8,88,136,-281,0x20
205439319,-937.448,-192.333,281.332,350.000,910.000,-140.000,132.000,204.000,-421.500,,-15368,-3153,4612,5,13,-2,88,136,-281,0x18
205440749,-937.448,-192.333,281.332,350.000,910.000,-140.000,127.500,193.500,-433.500,,-15368,-3153,4612,5,13,-2,85,129,-289,0x20
205450564,-937.448,-192.333,281.332,350.000,910.000,-140.000,126.000,202.500,-427.500,,-15368,-3153,4612,5,13,-2,84,135,-285,0x20
205456075,-933.971,-194.773,281.576,490.000,840.000,70.000,126.000,202.500,-427.500,,-15311,-3193,4616,7,12,1,84,135,-285,0x18
205460491,-933.971,-194.773,281.576,490.000,840.000,70.000,117.000,201.000,-418.500,,-15311,-3193,4616,7,12,1,78,134,-279,0x20
205470430,-933.971,-194.773,281.576,490.000,840.000,70.000,123.000,198.000,-420.000,,-15311,-3193,4616,7,12,1,82,132,-280,0x20
205472945,-936.960,-196.847,283.040,490.000,700.000,-70.000,123.000,198.000,-420.000,,-15360,-3227,4640,7,10,-1,82,132,-280,0x18
205480315,-936.960,-196.847,283.040,490.000,700.000,-70.000,132.000,195.000,-423.000,,-15360,-3227,4640,7,10,-1,88,130,-282,0x20
205489732,-944.097,-192.028,284.748,560.000,70.000,-350.000,132.000,195.000,-423.000,,-15477,-3148,4668,8,1,-5,88,130,-282,0x18
205490217,-944.097,-192.028,284.748,560.000,70.000,-350.000,135.000,208.500,-421.500,,-15477,-3148,4668,8,1,-5,90,139,-281,0x20
205500171,-944.097,-192.028,284.748,560.000,70.000,-350.000,127.500,205.500,-424.500,,-15477,-3148,4668,8,1,-5,85,137,-283,0x20
205506602,-940.437,-189.893,286.761,420.000,210.000,-210.000,127.500,205.500,-424.500,,-15417,-3113,4701,6,3,-3,85,137,-283,0x18
205510078,-940.437,-189.893,286.761,420.000,210.000,-210.000,124.500,199.500,-418.500,,-15417,-3113,4701,6,3,-3,83,133,-279,0x20
205520041,-940.437,-189.893,286.761,420.000,210.000,-210.000,130.500,205.500,-418.500,,-15417,-3113,4701,6,3,-3,87,137,-279,0x20
205523364,-940.437,-189.893,286.761,-140.000,700.000,70.000,130.500,205.500,-418.500,,-15417,-3113,4701,-2,10,1,87,137,-279,0x10
205523547,-938.363,-193.492,284.443,-140.000,700.000,70.000,130.500,205.500,-418.500,,-15383,-3172,4663,-2,10,1,87,137,-279,0x08
205529946,-938.363,-193.492,284.443,-140.000,700.000,70.000,130.500,199.500,-430.500,,-15383,-3172,4663,-2,10,1,87,133,-287,0x20
205539774,-938.363,-193.492,284.443,-140.000,700.000,70.000,127.500,199.500,-423.000,,-15383,-3172,4663,-2,10,1,85,133,-282,0x20
205540266,-941.047,-200.019,272.792,630.000,490.000,-210.000,127.500,199.500,-423.000,,-15427,-3279,4472,9,7,-3,85,133,-282,0x18
205549671,-941.047,-200.019,272.792,630.000,490.000,-210.000,115.500,205.500,-421.500,,-15427,-3279,4472,9,7,-3,77,137,-281,0x20
205557070,-938.424,-193.004,283.467,210.000,560.000,-560.000,115.500,205.500,-421.500,,-15384,-3164,4647,3,8,-8,77,137,-281,0x18
205559589,-938.424,-193.004,283.467,210.000,560.000,-560.000,129.000,199.500,-423.000,,-15384,-3164,4647,3,8,-8,86,133,-282,0x20
205569542,-938.424,-193.004,283.467,210.000,560.000,-560.000,123.000,205.500,-427.500,,-15384,-3164,4647,3,8,-8,82,137,-285,0x20
205573839,-938.424,-193.004,283.467,490.000,-350.000,-700.000,123.000,205.500,-427.500,,-15384,-3164,4647,7,-5,-10,82,137,-285,0x10
205574022,-933.849,-193.309,286.395,490.000,-350.000,-700.000,123.000,205.500,-427.500,,-15309,-3169,4695,7,-5,-10,82,137,-285,0x08
205579485,-933.849,-193.309,286.395,490.000,-350.000,-700.000,127.500,201.000,-418.500,,-15309,-3169,4695,7,-5,-10,85,134,-279,0x20
205589302,-933.849,-193.309,286.395,490.000,-350.000,-700.000,127.500,211.500,-424.500,,-15309,-3169,4695,7,-5,-10,85,141,-283,0x20
205590739,-935.252,-192.943,294.813,70.000,-630.000,-70.000,127.500,211.500,-424.500,,-15332,-3163,4833,1,-9,-1,85,141,-283,0x18
205599218,-935.252,-192.943,294.813,70.000,-630.000,-70.000,130.500,199.500,-426.000,,-15332,-3163,4833,1,-9,-1,87,133,-284,0x20
205607544,-942.755,-200.080,286.151,630.000,-630.000,-140.000,130.500,199.500,-426.000,,-15455,-3280,4691,9,-9,-2,87,133,-284,0x18
205609109,-942.755,-200.080,286.151,630.000,-630.000,-140.000,118.500,205.500,-421.500,,-15455,-3280,4691,9,-9,-2,79,137,-281,0x20
