# MKBOXPRO 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],mag_x[mG],mag_y[mG],mag_z[mG],ah_qvar[LSB],acc_x[LSB],acc_y[LSB],acc_z[LSB],gyro_x[LSB],gyro_y[LSB],gyro_z[LSB],mag_x[LSB],mag_y[LSB],mag_z[LSB],new_data
208562597,-935.069,-205.631,269.376,-1610.000,560.000,-350.000,130.500,202.500,-430.500,,-15329,-3371,4416,-23,8,-5,87,135,-287,0x20
208569181,-935.069,-205.631,269.376,-1400.000,630.000,-560.000,130.500,202.500,-430.500,,-15329,-3371,4416,-20,9,-8,87,135,-287,0x10
208569365,-939.400,-206.729,270.291,-1400.000,630.000,-560.000,130.500,202.500,-430.500,,-15400,-3389,4431,-20,9,-8,87,135,-287,0x08
208572537,-939.400,-206.729,270.291,-1400.000,630.000,-560.000,124.500,192.000,-421.500,,-15400,-3389,4431,-20,9,-8,83,128,-281,0x20
208582337,-939.400,-206.729,270.291,-1400.000,630.000,-560.000,124.500,186.000,-418.500,,-15400,-3389,4431,-20,9,-8,83,124,-279,0x20
208586079,-940.132,-207.400,273.280,-1260.000,700.000,-1050.000,124.500,186.000,-418.500,,-15412,-3400,4480,-18,10,-15,83,124,-279,0x18
208592257,-940.132,-207.400,273.280,-1260.000,700.000,-1050.000,120.000,198.000,-423.000,,-15412,-3400,4480,-18,10,-15,80,132,-282,0x20
208602201,-940.132,-207.400,273.280,-1260.000,700.000,-1050.000,124.500,192.000,-421.500,,-15412,-3400,4480,-18,10,-15,83,128,-281,0x20
208602962,-943.060,-207.461,275.476,-1190.000,70.000,-840.000,124.500,192.000,-421.500,,-15460,-3401,4516,-17,1,-12,83,128,-281,0x18
208612110,-943.060,-207.461,275.476,-1190.000,70.000,-840.000,124.500,193.500,-427.500,,-15460,-3401,4516,-17,1,-12,83,129,-285,0x20
208619756,-937.936,-203.984,277.489,-1470.000,140.000,-630.000,124.500,193.500,-427.500,,-15376,-3344,4549,-21,2,-9,83,129,-285,0x18
208622021,-937.936,-203.984,277.489,-1470.000,140.000,-630.000,126.000,199.500,-426.000,,-15376,-3344,4549,-21,2,-9,84,133,-284,0x20
208631976,-937.936,-203.984,277.489,-1470.000,140.000,-630.000,129.000,190.500,-421.500,,-15376,-3344,4549,-21,2,-9,86,127,-281,0x20
208636517,-937.997,-208.315,271.999,-1890.000,840.000,-630.000,129.000,190.500,-421.500,,-15377,-3415,4459,-27,12,-9,86,127,-281,0x18
208641884,-937.997,-208.315,271.999,-1890.000,840.000,-630.000,123.000,195.000,-421.500,,-15377,-3415,4459,-27,12,-9,82,130,-281,0x20
208651706,-937.997,-208.315,271.999,-1890.000,840.000,-630.000,124.500,190.500,-423.000,,-15377,-3415,4459,-27,12,-9,83,127,-282,0x20
208653412,-939.095,-206.180,271.084,-1120.000,1050.000,-1260.000,124.500,190.500,-423.000,,-15395,-3380,4444,-16,15,-18,83,127,-282,0x18
208661599,-939.095,-206.180,271.084,-1120.000,1050.000,-1260.000,129.000,189.000,-432.000,,-15395,-3380,4444,-16,15,-18,86,126,-288,0x20
208670204,-935.252,-202.764,271.084,-1470.000,1120.000,-1120.000,129.000,189.000,-432.000,,-15332,-3324,4444,-21,16,-16,86,126,-288,0x18
208671521,-935.252,-202.764,271.084,-1470.000,1120.000,-1120.000,123.000,189.000,-420.000,,-15332,-3324,4444,-21,16,-16,82,126,-280,0x20
208681474,-935.252,-202.764,271.084,-1470.000,1120.000,-1120.000,126.000,198.000,-429.000,,-15332,-3324,4444,-21,16,-16,84,132,-286,0x20
208686984,-935.252,-202.764,271.084,-1190.000,560.000,-560.000,126.000,198.000,-429.000,,-15332,-3324,4444,-17,8,-8,84,132,-286,0x10
208687168,-930.372,-203.191,276.696,-1190.000,560.000,-560.000,126.000,198.000,-429.000,,-15252,-3331,4536,-17,8,-8,84,132,-286,0x08
208691401,-930.372,-203.191,276.696,-1190.000,560.000,-560.000,127.500,196.500,-433.500,,-15252,-3331,4536,-17,8,-8,85,131,-289,0x20
208701215,-930.372,-203.191,276.696,-1190.000,560.000,-560.000,132.000,199.500,-424.500,,-15252,-3331,4536,-17,8,-8,88,133,-283,0x20
208703884,-932.629,-209.047,278.404,-1540.000,210.000,-280.000,132.000,199.500,-424.500,,-15289,-3427,4564,-22,3,-4,88,133,-283,0x18
208711140,-932.629,-209.047,278.404,-1540.000,210.000,-280.000,124.500,196.500,-420.000,,-15289,-3427,4564,-22,3,-4,83,131,-280,0x20
208720680,-939.156,-206.241,273.463,-1470.000,140.000,-630.000,124.500,196.500,-420.000,,-15396,-3381,4483,-21,2,-9,83,131,-280,0x18
208721033,-939.156,-206.241,273.463,-1470.000,140.000,-630.000,130.500,196.500,-417.000,,-15396,-3381,4483,-21,2,-9,87,131,-278,0x20
208730983,-939.156,-206.241,273.463,-1470.000,140.000,-630.000,127.500,189.000,-424.500,,-15396,-3381,4483,-21,2,-9,85,126,-283,0x20
208737560,-940.437,-205.143,266.875,-1260.000,210.000,-630.000,127.500,189.000,-424.500,,-15417,-3363,4375,-18,3,-9,85,126,-283,0x18
208740896,-940.437,-205.143,266.875,-1260.000,210.000,-630.000,126.000,196.500,-430.500,,-15417,-3363,4375,-18,3,-9,84,131,-287,0x20
208750838,-940.437,-205.143,266.875,-1260.000,210.000,-630.000,126.000,189.000,-420.000,,-15417,-3363,4375,-18,3,-9,84,126,-280,0x20
208754320,-939.156,-205.021,261.751,-840.000,560.000,-700.000,126.000,189.000,-420.000,,-15396,-3361,4291,-12,8,-10,84,126,-280,0x18
208760750,-939.156,-205.021,261.751,-840.000,560.000,-700.000,130.500,198.000,-426.000,,-15396,-3361,4291,-12,8,-10,87,132,-284,0x20
208770564,-939.156,-205.021,261.751,-840.000,560.000,-700.000,121.500,187.500,-421.500,,-15396,-3361,4291,-12,8,-10,81,125,-281,0x20
208771191,-940.681,-208.376,266.021,-420.000,1260.000,-910.000,121.500,187.500,-421.500,,-15421,-3416,4361,-6,18,-13,81,125,-281,0x18
208780584,-940.681,-208.376,266.021,-420.000,1260.000,-910.000,123.000,198.000,-426.000,,-15421,-3416,4361,-6,18,-13,82,132,-284,0x20
208787970,-939.827,-211.975,274.500,-350.000,1400.000,-910.000,123.000,198.000,-426.000,,-15407,-3475,4500,-5,20,-13,82,132,-284,0x18
208790508,-939.827,-211.975,274.500,-350.000,1400.000,-910.000,130.500,192.000,-424.500,,-15407,-3475,4500,-5,20,-13,87,128,-283,0x20
208800317,-939.827,-211.975,274.500,-350.000,1400.000,-910.000,124.500,193.500,-427.500,,-15407,-3475,4500,-5,20,-13,83,129,-285,0x20
208804875,-940.315,-210.633,275.476,-700.000,1120.000,-910.000,124.500,193.500,-427.500,,-15415,-3453,4516,-10,16,-13,83,129,-285,0x18
208810232,-940.315,-210.633,275.476,-700.000,1120.000,-910.000,127.500,195.000,-421.500,,-15415,-3453,4516,-10,16,-13,85,130,-281,0x20
208820187,-940.315,-210.633,275.476,-700.000,1120.000,-910.000,133.500,196.500,-423.000,,-15415,-3453,4516,-10,16,-13,89,131,-282,0x20
208821640,-940.559,-205.387,276.025,-910.000,840.000,-840.000,133.500,196.500,-423.000,,-15419,-3367,4525,-13,12,-12,89,131,-282,0x18
208830114,-940.559,-205.387,276.025,-910.000,840.000,-840.000,130.500,198.000,-418.500,,-15419,-3367,4525,-13,12,-12,87,132,-279,0x20
208838444,-936.899,-204.045,271.999,-910.000,980.000,-980.000,130.500,198.000,-418.500,,-15359,-3345,4459,-13,14,-14,87,132,-279,0x18
208840010,-936.899,-204.045,271.999,-910.000,980.000,-980.000,129.000,195.000,-423.000,,-15359,-3345,4459,-13,14,-14,86,130,-282,0x20
208849957,-936.899,-204.045,271.999,-910.000,980.000,-980.000,127.500,190.500,-418.500,,-15359,-3345,4459,-13,14,-14,85,127,-279,0x20
208855330,-931.165,-205.143,272.609,-770.000,420.000,-700.000,127.500,190.500,-418.500,,-15265,-3363,4469,-11,6,-10,85,127,-279,0x18
208859881,-931.165,-205.143,272.609,-770.000,420.000,-700.000,130.500,189.000,-417.000,,-15265,-3363,4469,-11,6,-10,87,126,-278,0x20
208869685,-931.165,-205.143,272.609,-770.000,420.000,-700.000,130.500,192.000,-424.500,,-15265,-3363,4469,-11,6,-10,87,128,-283,0x20
208872089,-931.165,-205.143,272.609,-770.000,-210.000,-420.000,130.500,192.000,-424.500,,-15265,-3363,4469,-11,-3,-6,87,128,-283,0x10
208872273,-931.592,-204.899,270.840,-770.000,-210.000,-420.000,130.500,192.000,-424.500,,-15272,-3359,4440,-11,-3,-6,87,128,-283,0x08
208879623,-931.592,-204.899,270.840,-770.000,-210.000,-420.000,127.500,195.000,-421.500,,-15272,-3359,4440,-11,-3,-6,85,130,-281,0x20
208889031,-937.021,-208.376,269.803,-630.000,-490.000,-630.000,127.500,195.000,-421.500,,-15361,-3416,4423,-9,-7,-9,85,130,-281,0x18
208889516,-937.021,-208.376,269.803,-630.000,-490.000,-630.000,121.500,193.500,-420.000,,-15361,-3416,4423,-9,-7,-9,81,129,-280,0x20
208899485,-937.021,-208.376,269.803,-630.000,-490.000,-630.000,123.000,192.000,-420.000,,-15361,-3416,4423,-9,-7,-9,82,128,-280,0x20
208905794,-941.901,-211.060,269.925,-630.000,-210.000,-700.000,123.000,192.000,-420.000,,-15441,-3460,4425,-9,-3,-10,82,128,-280,0x18
208909406,-941.901,-211.060,269.925,-630.000,-210.000,-700.000,127.500,193.500,-424.500,,-15441,-3460,4425,-9,-3,-10,85,129,-283,0x20
208919232,-941.901,-211.060,269.925,-630.000,-210.000,-700.000,132.000,186.000,-421.500,,-15441,-3460,4425,-9,-3,-10,88,124,-281,0x20
208922575,-942.999,-210.633,268.156,-560.000,0.000,-1050.000,132.000,186.000,-421.500,,-15459,-3453,4396,-8,0,-15,88,124,-281,0x18
208929162,-942.999,-210.633,268.156,-560.000,0.000,-1050.000,133.500,192.000,-423.000,,-15459,-3453,4396,-8,0,-15,89,128,-282,0x20
208939110,-942.999,-210.633,268.156,-560.000,0.000,-1050.000,132.000,186.000,-427.500,,-15459,-3453,4396,-8,0,-15,88,124,-285,0x20
208939466,-938.912,-207.400,273.341,-350.000,70.000,-700.000,132.000,186.000,-427.500,,-15392,-3400,4481,-5,1,-10,88,124,-285,0x18
208949013,-938.912,-207.400,273.341,-350.000,70.000,-700.000,123.000,192.000,-414.000,,-15392,-3400,4481,-5,1,-10,82,128,-276,0x20
208956274,-940.376,-209.840,272.792,-910.000,0.000,-350.000,123.000,192.000,-414.000,,-15416,-3440,4472,-13,0,-5,82,128,-276,0x18
208958928,-940.376,-209.840,272.792,-910.000,0.000,-350.000,120.000,187.500,-420.000,,-15416,-3440,4472,-13,0,-5,80,125,-280,0x20
208968874,-940.376,-209.840,272.792,-910.000,0.000,-350.000,123.000,189.000,-418.500,,-15416,-3440,4472,-13,0,-5,82,126,-279,0x20
208973169,-938.851,-210.267,270.657,-910.000,-420.000,-700.000,123.000,189.000,-418.500,,-15391,-3447,4437,-13,-6,-10,82,126,-279,0x18
208978801,-938.851,-210.267,270.657,-910.000,-420.000,-700.000,132.000,195.000,-426.000,,-15391,-3447,4437,-13,-6,-10,88,130,-284,0x20
208988606,-938.851,-210.267,270.657,-910.000,-420.000,-700.000,126.000,195.000,-421.500,,-15391,-3447,4437,-13,-6,-10,84,130,-281,0x20
208989907,-938.729,-206.363,270.291,-840.000,-910.000,-770.000,126.000,195.000,-421.500,,-15389,-3383,4431,-12,-13,-11,84,130,-281,0x18
208998623,-938.729,-206.363,270.291,-840.000,-910.000,-770.000,129.000,195.000,-421.500,,-15389,-3383,4431,-12,-13,-11,86,130,-281,0x20
209006818,-939.156,-203.801,270.352,-490.000,-840.000,-630.000,129.000,195.000,-421.500,,-15396,-3341,4432,-7,-12,-9,86,130,-281,0x18
209008528,-939.156,-203.801,270.352,-490.000,-840.000,-630.000,126.000,192.000,-427.500,,-15396,-3341,4432,-7,-12,-9,84,128,-285,0x20
209018336,-939.156,-203.801,270.352,-490.000,-840.000,-630.000,123.000,189.000,-429.000,,-15396,-3341,4432,-7,-12,-9,82,126,-286,0x20
209023576,-936.045,-207.339,272.243,-630.000,-70.000,-560.000,123.000,189.000,-429.000,,-15345,-3399,4463,-9,-1,-8,82,126,-286,0x18
209028263,-936.045,-207.339,272.243,-630.000,-70.000,-560.000,123.000,195.000,-430.500,,-15345,-3399,4463,-9,-1,-8,82,130,-287,0x20
209038201,-936.045,-207.339,272.243,-630.000,-70.000,-560.000,127.500,186.000,-418.500,,-15345,-3399,4463,-9,-1,-8,85,124,-279,0x20
209040448,-934.093,-210.145,276.147,-560.000,-210.000,-770.000,127.500,186.000,-418.500,,-15313,-3445,4527,-8,-3,-11,85,124,-279,0x18
209048083,-934.093,-210.145,276.147,-560.000,-210.000,-770.000,126.000,195.000,-427.500,,-15313,-3445,4527,-8,-3,-11,84,130,-285,0x20
209057222,-932.812,-208.437,277.123,-630.000,-280.000,-700.000,126.000,195.000,-427.500,,-15292,-3417,4543,-9,-4,-10,84,130,-285,0x18
209057978,-932.812,-208.437,277.123,-630.000,-280.000,-700.000,133.500,196.500,-426.000,,-15292,-3417,4543,-9,-4,-10,89,131,-284,0x20
209067929,-932.812,-208.437,277.123,-630.000,-280.000,-700.000,130.500,189.000,-427.500,,-15292,-3417,4543,-9,-4,-10,87,126,-285,0x20
209074115,-936.472,-207.217,277.367,-770.000,-350.000,-420.000,130.500,189.000,-427.500,,-15352,-3397,4547,-11,-5,-6,87,126,-285,0x18
209077857,-936.472,-207.217,277.367,-770.000,-350.000,-420.000,121.500,190.500,-429.000,,-15352,-3397,4547,-11,-5,-6,81,127,-286,0x20
209087704,-936.472,-207.217,277.367,-770.000,-350.000,-420.000,126.000,190.500,-421.500,,-15352,-3397,4547,-11,-5,-6,84,127,-281,0x20
209090919,-940.620,-207.339,275.964,-910.000,140.000,-420.000,126.000,190.500,-421.500,,-15420,-3399,4524,-13,2,-6,84,127,-281,0x18
209097615,-940.620,-207.339,275.964,-910.000,140.000,-420.000,123.000,195.000,-436.500,,-15420,-3399,4524,-13,2,-6,82,130,-291,0x20
209107564,-940.620,-207.339,275.964,-910.000,140.000,-420.000,126.000,192.000,-423.000,,-15420,-3399,4524,-13,2,-6,84,128,-282,0x20
209107921,-941.779,-210.389,274.683,-560.000,-70.000,-560.000,126.000,192.000,-423.000,,-15439,-3449,4503,-8,-1,-8,84,128,-282,0x18
209117459,-941.779,-210.389,274.683,-560.000,-70.000,-560.000,127.500,195.000,-427.500,,-15439,-3449,4503,-8,-1,-8,85,130,-285,0x20
209124584,-939.156,-209.901,273.768,-630.000,-280.000,-840.000,127.500,195.000,-427.500,,-15396,-3441,4488,-9,-4,-12,85,130,-285,0x18
209127375,-939.156,-209.901,273.768,-630.000,-280.000,-840.000,130.500,193.500,-420.000,,-15396,-3441,4488,-9,-4,-12,87,129,-280,0x20
209137323,-939.156,-209.901,273.768,-630.000,-280.000,-840.000,130.500,186.000,-430.500,,-15396,-3441,4488,-9,-4,-12,87,124,-287,0x20
209141346,-932.995,-207.156,273.951,-770.000,-490.000,-420.000,130.500,186.000,-430.500,,-15295,-3396,4491,-11,-7,-6,87,124,-287,0x18
209147380,-932.995,-207.156,273.951,-770.000,-490.000,-420.000,127.500,198.000,-429.000,,-15295,-3396,4491,-11,-7,-6,85,132,-286,0x20
209157321,-932.995,-207.156,273.951,-770.000,-490.000,-420.000,121.500,192.000,-430.500,,-15295,-3396,4491,-11,-7,-6,81,128,-287,0x20
209158231,-937.631,-205.997,273.768,-560.000,-840.000,-560.000,121.500,192.000,-430.500,,-15371,-3377,4488,-8,-12,-8,81,128,-287,0x18
209167237,-937.631,-205.997,273.768,-560.000,-840.000,-560.000,135.000,192.000,-426.000,,-15371,-3377,4488,-8,-12,-8,90,128,-284,0x20
209175025,-936.716,-207.705,274.805,-840.000,0.000,-910.000,135.000,192.000,-426.000,,-15356,-3405,4505,-12,0,-13,90,128,-284,0x18
209177148,-936.716,-207.705,274.805,-840.000,0.000,-910.000,129.000,190.500,-432.000,,-15356,-3405,4505,-12,0,-13,86,127,-288,0x20
209187105,-936.716,-207.705,274.805,-840.000,0.000,-910.000,126.000,195.000,-424.500,,-15356,-3405,4505,-12,0,-13,84,130,-283,0x20
209191923,-937.204,-211.243,274.805,-700.000,-350.000,-420.000,126.000,195.000,-424.500,,-15364,-3463,4505,-10,-5,-6,84,130,-283,0x18
209196887,-937.204,-211.243,274.805,-700.000,-350.000,-420.000,124.500,196.500,-432.000,,-15364,-3463,4505,-10,-5,-6,83,131,-288,0x20
209206856,-937.204,-211.243,274.805,-700.000,-350.000,-420.000,120.000,198.000,-432.000,,-15364,-3463,4505,-10,-5,-6,80,132,-288,0x20
209208703,-938.180,-213.927,276.696,-630.000,-1050.000,-420.000,120.000,198.000,-432.000,,-15380,-3507,4536,-9,-15,-6,80,132,-288,0x18
209216772,-938.180,-213.927,276.696,-630.000,-1050.000,-420.000,124.500,195.000,-429.000,,-15380,-3507,4536,-9,-15,-6,83,130,-286,0x20
209225520,-933.971,-205.936,276.940,-1050.000,210.000,-1120.000,124.500,195.000,-429.000,,-15311,-3376,4540,-15,3,-16,83,130,-286,0x18
209226683,-933.971,-205.936,276.940,-1050.000,210.000,-1120.000,130.500,199.500,-427.500,,-15311,-3376,4540,-15,3,-16,87,133,-285,0x20
209236631,-933.971,-205.936,276.940,-1050.000,210.000,-1120.000,132.000,198.000,-423.000,,-15311,-3376,4540,-15,3,-16,88,132,-282,0x20
209242411,-933.056,-205.692,271.328,-1050.000,910.000,-490.000,132.000,198.000,-423.000,,-15296,-3372,4448,-15,13,-7,88,132,-282,0x18
209246559,-933.056,-205.692,271.328,-1050.000,910.000,-490.000,118.500,195.000,-429.000,,-15296,-3372,4448,-15,13,-7,79,130,-286,0x20
209256377,-933.056,-205.692,271.328,-1050.000,910.000,-490.000,127.500,190.500,-430.500,,-15296,-3372,4448,-15,13,-7,85,127,-287,0x20
209259186,-936.533,-214.049,272.304,-700.000,0.000,-210.000,127.500,190.500,-430.500,,-15353,-3509,4464,-10,0,-3,85,127,-287,0x18
209266294,-936.533,-214.049,272.304,-700.000,0.000,-210.000,130.500,196.500,-433.500,,-15353,-3509,4464,-10,0,-3,87,131,-289,0x20
209275972,-938.729,-211.792,272.609,-490.000,-700.000,-420.000,130.500,196.500,-433.500,,-15389,-3472,4469,-7,-10,-6,87,131,-289,0x18
209276188,-938.729,-211.792,272.609,-490.000,-700.000,-420.000,121.500,184.500,-433.500,,-15389,-3472,4469,-7,-10,-6,81,123,-289,0x20
209286124,-938.729,-211.792,272.609,-490.000,-700.000,-420.000,127.500,193.500,-430.500,,-15389,-3472,4469,-7,-10,-6,85,129,-287,0x20
209292835,-932.812,-203.740,271.145,-560.000,630.000,-910.000,127.500,193.500,-430.500,,-15292,-3340,4445,-8,9,-13,85,129,-287,0x18
209296038,-932.812,-203.740,271.145,-560.000,630.000,-910.000,127.500,196.500,-430.500,,-15292,-3340,4445,-8,9,-13,85,131,-287,0x20
209305987,-932.812,-203.740,271.145,-560.000,630.000,-910.000,124.500,199.500,-433.500,,-15292,-3340,4445,-8,9,-13,83,133,-289,0x20
209309727,-933.361,-208.071,273.280,-350.000,770.000,-280.000,124.500,199.500,-433.500,,-15301,-3411,4480,-5,11,-4,83,133,-289,0x18
209315891,-933.361,-208.071,273.280,-350.000,770.000,-280.000,130.500,189.000,-433.500,,-15301,-3411,4480,-5,11,-4,87,126,-289,0x20
209325837,-933.361,-208.071,273.280,-350.000,770.000,-280.000,117.000,198.000,-427.500,,-15301,-3411,4480,-5,11,-4,78,132,-285,0x20
209326463,-940.620,-214.720,273.951,-210.000,-420.000,-420.000,117.000,198.000,-427.500,,-15420,-3520,4491,-3,-6,-6,78,132,-285,0x18
209335720,-940.620,-214.720,273.951,-210.000,-420.000,-420.000,121.500,187.500,-427.500,,-15420,-3520,4491,-3,-6,-6,81,125,-285,0x20
209343372,-939.888,-211.548,274.805,-140.000,-630.000,-490.000,121.500,187.500,-427.500,,-15408,-3468,4505,-2,-9,-7,81,125,-285,0x18
209345612,-939.888,-211.548,274.805,-140.000,-630.000,-490.000,132.000,199.500,-436.500,,-15408,-3468,4505,-2,-9,-7,88,133,-291,0x20
209355565,-939.888,-211.548,274.805,-140.000,-630.000,-490.000,124.500,195.000,-429.000,,-15408,-3468,4505,-2,-9,-7,83,130,-286,0x20
209360130,-937.692,-208.376,277.184,-490.000,70.000,-630.000,124.500,195.000,-429.000,,-15372,-3416,4544,-7,1,-9,83,130,-286,0x18
209365485,-937.692,-208.376,277.184,-490.000,70.000,-630.000,126.000,196.500,-424.500,,-15372,-3416,4544,-7,1,-9,84,131,-283,0x20
209375295,-937.692,-208.376,277.184,-490.000,70.000,-630.000,124.500,184.500,-427.500,,-15372,-3416,4544,-7,1,-9,83,123,-285,0x20
209377012,-938.241,-210.816,267.729,-560.000,630.000,-630.000,124.500,184.500,-427.500,,-15381,-3456,4389,-8,9,-9,83,123,-285,0x18
209385209,-938.241,-210.816,267.729,-560.000,630.000,-630.000,123.000,193.500,-426.000,,-15381,-3456,4389,-8,9,-9,82,129,-284,0x20
209393821,-932.873,-204.533,273.585,-210.000,490.000,-700.000,123.000,193.500,-426.000,,-15293,-3353,4485,-3,7,-10,82,129,-284,0x18
209395116,-932.873,-204.533,273.585,-210.000,490.000,-700.000,127.500,184.500,-424.500,,-15293,-3353,4485,-3,7,-10,85,123,-283,0x20
209405068,-932.873,-204.533,273.585,-210.000,490.000,-700.000,124.500,204.000,-421.500,,-15293,-3353,4485,-3,7,-10,83,136,-281,0x20
209410567,-932.873,-204.533,273.585,-490.000,-70.000,-420.000,124.500,204.000,-421.500,,-15293,-3353,4485,-7,-1,-6,83,136,-281,0x10
209410751,-935.679,-207.400,271.084,-490.000,-70.000,-420.000,124.500,204.000,-421.500,,-15339,-3400,4444,-7,-1,-6,83,136,-281,0x08
209414995,-935.679,-207.400,271.084,-490.000,-70.000,-420.000,127.500,184.500,-433.500,,-15339,-3400,4444,-7,-1,-6,85,123,-289,0x20
209424812,-935.679,-207.400,271.084,-490.000,-70.000,-420.000,130.500,195.000,-424.500,,-15339,-3400,4444,-7,-1,-6,87,130,-283,0x20
209427488,-937.448,-207.400,284.016,-280.000,-700.000,-350.000,130.500,195.000,-424.500,,-15368,-3400,4656,-4,-10,-5,87,130,-283,0x18
209434731,-937.448,-207.400,284.016,-280.000,-700.000,-350.000,129.000,190.500,-430.500,,-15368,-3400,4656,-4,-10,-5,86,127,-287,0x20
209444281,-938.668,-211.975,278.648,-420.000,-560.000,-280.000,129.000,190.500,-430.500,,-15388,-3475,4568,-6,-8,-4,86,127,-287,0x18
209444632,-938.668,-211.975,278.648,-420.000,-560.000,-280.000,126.000,187.500,-427.500,,-15388,-3475,4568,-6,-8,-4,84,125,-285,0x20
209454568,-938.668,-211.975,278.648,-420.000,-560.000,-280.000,127.500,190.500,-435.000,,-15388,-3475,4568,-6,-8,-4,85,127,-290,0x20
209461144,-934.032,-204.777,274.256,-280.000,-70.000,-210.000,127.500,190.500,-435.000,,-15312,-3357,4496,-4,-1,-3,85,127,-290,0x18
209464473,-934.032,-204.777,274.256,-280.000,-70.000,-210.000,127.500,192.000,-426.000,,-15312,-3357,4496,-4,-1,-3,85,128,-284,0x20
209474413,-934.032,-204.777,274.256,-280.000,-70.000,-210.000,129.000,192.000,-423.000,,-15312,-3357,4496,-4,-1,-3,86,128,-282,0x20
209477899,-932.019,-206.363,270.596,0.000,280.000,-420.000,129.000,192.000,-423.000,,-15279,-3383,4436,0,4,-6,86,128,-282,0x18
209484332,-932.019,-206.363,270.596,0.000,280.000,-420.000,126.000,195.000,-436.500,,-15279,-3383,4436,0,4,-6,84,130,-291,0x20
209494281,-932.019,-206.363,270.596,0.000,280.000,-420.000,129.000,190.500,-429.000,,-15279,-3383,4436,0,4,-6,86,127,-286,0x20
209494773,-936.228,-207.888,270.413,140.000,560.000,-350.000,129.000,190.500,-429.000,,-15348,-3408,4433,2,8,-5,86,127,-286,0x18
209504163,-936.228,-207.888,270.413,140.000,560.000,-350.000,133.500,199.500,-426.000,,-15348,-3408,4433,2,8,-5,89,133,-284,0x20
209511548,-943.243,-211.548,274.256,210.000,1330.000,-700.000,133.500,199.500,-426.000,,-15463,-3468,4496,3,19,-10,89,133,-284,0x18
209514066,-943.243,-211.548,274.256,210.000,1330.000,-700.000,124.500,193.500,-429.000,,-15463,-3468,4496,3,19,-10,83,129,-286,0x20
209524011,-943.243,-211.548,274.256,210.000,1330.000,-700.000,132.000,198.000,-429.000,,-15463,-3468,4496,3,19,-10,88,132,-286,0x20
209528441,-943.609,-212.829,278.587,70.000,1680.000,-490.000,132.000,198.000,-429.000,,-15469,-3489,4567,1,24,-7,88,132,-286,0x18
209533809,-943.609,-212.829,278.587,70.000,1680.000,-490.000,129.000,193.500,-426.000,,-15469,-3489,4567,1,24,-7,86,129,-284,0x20
209543758,-943.609,-212.829,278.587,70.000,1680.000,-490.000,124.500,190.500,-430.500,,-15469,-3489,4567,1,24,-7,83,127,-287,0x20
209545194,-943.609,-212.829,278.587,70.000,1120.000,-700.000,124.500,190.500,-430.500,,-15469,-3489,4567,1,16,-10,83,127,-287,0x10
209545377,-943.792,-212.463,278.892,70.000,1120.000,-700.000,124.500,190.500,-430.500,,-15472,-3483,4572,1,16,-10,83,127,-287,0x08
209553676,-943.792,-212.463,278.892,70.000,1120.000,-700.000,123.000,196.500,-423.000,,-15472,-3483,4572,1,16,-10,82,131,-282,0x20
209562139,-939.095,-208.132,278.404,-210.000,420.000,-700.000,123.000,196.500,-423.000,,-15395,-3412,4564,-3,6,-10,82,131,-282,0x18
209563569,-939.095,-208.132,278.404,-210.000,420.000,-700.000,124.500,195.000,-436.500,,-15395,-3412,4564,-3,6,-10,83,130,-291,0x20
209573532,-939.095,-208.132,278.404,-210.000,420.000,-700.000,123.000,193.500,-432.000,,-15395,-3412,4564,-3,6,-10,82,129,-288,0x20
209578882,-931.104,-203.984,274.988,-350.000,-420.000,-490.000,123.000,193.500,-432.000,,-15264,-3344,4508,-5,-6,-7,82,129,-288,0x18
209583440,-931.104,-203.984,274.988,-350.000,-420.000,-490.000,127.500,190.500,-423.000,,-15264,-3344,4508,-5,-6,-7,85,127,-282,0x20
209593397,-931.104,-203.984,274.988,-350.000,-420.000,-490.000,118.500,189.000,-426.000,,-15264,-3344,4508,-5,-6,-7,79,126,-284,0x20
209595779,-932.080,-204.289,273.463,-280.000,-1400.000,-280.000,118.500,189.000,-426.000,,-15280,-3349,4483,-4,-20,-4,79,126,-284,0x18
209603289,-932.080,-204.289,273.463,-280.000,-1400.000,-280.000,129.000,196.500,-427.500,,-15280,-3349,4483,-4,-20,-4,86,131,-285,0x20
209612570,-936.960,-207.644,272.792,-70.000,-1540.000,-560.000,129.000,196.500,-427.500,,-15360,-3404,4472,-1,-22,-8,86,131,-285,0x18
209613190,-936.960,-207.644,272.792,-70.000,-1540.000,-560.000,129.000,193.500,-423.000,,-15360,-3404,4472,-1,-22,-8,86,129,-282,0x20
209623032,-936.960,-207.644,272.792,-70.000,-1540.000,-560.000,129.000,195.000,-423.000,,-15360,-3404,4472,-1,-22,-8,86,130,-282,0x20
209629347,-935.069,-209.596,274.988,-70.000,-1470.000,-420.000,129.000,195.000,-423.000,,-15329,-3436,4508,-1,-21,-6,86,130,-282,0x18
209632935,-935.069,-209.596,274.988,-70.000,-1470.000,-420.000,129.000,189.000,-427.500,,-15329,-3436,4508,-1,-21,-6,86,126,-285,0x20
